prompt_id,category,possible_pair,pair_type
du_B_chemhaz_0031,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0031,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0031,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0032,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0032,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0032,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0033,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0033,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0033,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0034,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0034,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0034,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0035,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0035,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0035,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0036,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0036,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0036,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0037,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0037,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0037,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0038,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0038,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0038,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0039,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0039,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0039,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0040,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0040,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0040,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0041,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0041,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0041,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0042,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0042,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0042,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0043,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0043,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0043,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0044,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0044,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0044,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0045,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0045,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0045,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0046,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0046,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0046,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0047,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0047,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0047,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0048,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0048,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0048,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0049,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0049,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0049,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0050,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0050,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0050,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0051,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0051,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0051,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0052,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0052,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0052,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0053,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0053,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0053,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0054,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0054,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0054,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0055,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0055,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0055,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0056,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0056,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0056,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0057,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0057,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0057,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0058,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0058,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0058,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0059,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0059,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0059,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0060,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0060,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0060,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0061,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0061,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0061,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0062,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0062,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0062,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0063,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0063,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0063,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0064,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0064,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0064,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0065,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0065,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0065,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0066,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0066,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0066,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0067,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0067,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0067,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0068,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0068,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0068,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0069,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0069,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0069,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0070,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0070,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0070,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0071,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0071,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0071,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0072,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0072,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0072,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0073,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0073,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0073,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0074,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0074,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0074,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0075,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0075,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0075,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0076,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0076,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0076,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0077,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0077,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0077,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0078,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0078,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0078,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0079,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0079,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0079,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0080,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0080,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0080,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0081,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0081,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0081,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0082,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0082,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0082,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0083,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0083,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0083,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0084,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0084,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0084,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0085,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0085,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0085,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0086,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0086,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0086,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0087,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0087,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0087,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0088,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0088,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0088,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0089,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0089,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0089,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0090,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0090,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0090,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0091,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0091,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0091,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0092,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0092,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0092,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0093,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0093,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0093,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0094,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0094,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0094,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0095,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0095,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0095,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0096,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0096,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0096,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0097,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0097,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0097,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0098,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0098,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0098,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0099,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0099,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0099,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0100,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0100,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0100,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0101,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0101,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0101,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0102,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0102,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0102,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0103,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0103,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0103,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0104,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0104,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0104,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0105,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0105,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0105,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0106,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0106,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0106,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0107,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0107,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0107,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0108,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0108,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0108,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0109,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0109,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0109,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0110,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0110,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0110,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0111,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0111,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0111,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0112,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0112,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0112,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0113,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0113,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0113,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0114,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0114,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0114,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0115,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0115,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0115,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0116,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0116,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0116,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0117,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0117,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0117,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0118,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0118,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0118,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0119,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0119,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0119,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0120,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0120,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0120,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0121,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0121,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0121,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0122,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0122,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0122,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0123,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0123,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0123,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0124,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0124,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0124,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0125,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0125,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0125,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0126,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0126,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0126,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0127,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0127,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0127,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0128,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0128,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0128,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0129,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0129,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0129,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0130,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0130,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0130,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0131,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0131,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0131,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0132,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0132,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0132,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0133,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0133,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0133,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0134,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0134,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0134,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0135,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0135,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0135,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0136,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0136,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0136,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0137,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0137,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0137,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0138,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0138,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0138,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0139,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0139,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0139,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0140,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0140,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0140,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0141,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0141,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0141,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0142,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0142,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0142,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0143,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0143,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0143,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0144,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0144,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0144,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0145,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0145,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0145,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0146,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0146,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0146,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0147,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0147,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0147,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0148,dual_use,safe_completion > hard_refusal,safe_completion
du_B_chemhaz_0148,dual_use,safe_completion > unsafe_compliance,safe_completion
du_B_chemhaz_0148,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_B_chemhaz_0149,dual_use,safe_completion > hard_refusal,safe_completion
